result,venue,season,win_percent_diff,draw_percent_before_team2,draw_percent_diff,lose_percent_before_team1,lose_percent_before_team2,head2head_win_percent,head2head_draw_percent,head2head_lost_percent,is_opponent_big6,ELO_before_match_team2,ELO_before_diff,average_score_before_match_team2,average_score_before_match_diff
L,Away,2013-2014,0.6,0.2,-0.2,0.4,0.8,0.8571428571428571,0.1428571428571428,0.0,0,1293.379708130106,385.6055854340641,0.2,1.6
D,Home,2013-2014,0.2,0.0,0.0,0.6,0.8,0.8571428571428571,0.1428571428571428,0.0,0,1041.4453176786214,631.4154020548474,0.6,0.6
D,Away,2013-2014,-0.19999999999999996,0.2,0.0,0.4,0.2,0.7142857142857143,0.1428571428571428,0.1428571428571428,1,2009.762845939816,-360.6164887444852,2.0,-0.6000000000000001
W,Away,2013-2014,-0.39999999999999997,0.0,0.4,0.4,0.4,1.0,0.0,0.0,0,1194.7270156243808,434.9925322488964,1.8,-0.8
W,Away,2013-2014,0.4,0.6,-0.19999999999999996,0.2,0.4,0.5714285714285714,0.2857142857142857,0.1428571428571428,0,1303.1181561257013,395.93311960749634,0.6,1.0
L,Home,2013-2014,-0.4,0.2,0.2,0.2,0.0,0.5714285714285714,0.1428571428571428,0.2857142857142857,1,1996.3336874513568,-217.90787962232525,2.6,-1.0
W,Away,2013-2014,-0.19999999999999996,0.0,0.4,0.2,0.4,0.8,0.2,0.0,0,1355.9009774980702,403.10480867486535,1.8,-0.19999999999999996
L,Home,2013-2014,0.0,0.2,0.0,0.2,0.2,0.2857142857142857,0.1428571428571428,0.5714285714285714,1,2190.6509795290485,-363.35340089192005,2.0,0.0
W,Home,2013-2014,0.19999999999999996,0.2,-0.2,0.4,0.4,0.8571428571428571,0.1428571428571428,0.0,0,1360.2702158813076,457.4099773442483,1.4,0.40000000000000013
W,Away,2013-2014,0.19999999999999996,0.0,0.0,0.4,0.6,0.4285714285714285,0.2857142857142857,0.2857142857142857,0,1545.4651226148142,278.0811219630748,1.2,0.6000000000000001
L,Away,2013-2014,-0.20000000000000007,0.0,0.0,0.4,0.2,0.4285714285714285,0.2857142857142857,0.2857142857142857,0,1850.647218519967,50.91075266709936,2.4,-0.5999999999999999
W,Home,2013-2014,0.39999999999999997,0.0,0.0,0.4,0.8,0.8,0.0,0.2,0,1093.7852850776678,775.7286764330565,0.6,1.2000000000000002
L,Home,2013-2014,0.19999999999999996,0.2,-0.2,0.4,0.4,0.8571428571428571,0.1428571428571428,0.0,0,1017.60361619638,852.9761654488109,1.4,0.40000000000000013
W,Home,2013-2014,0.39999999999999997,0.2,-0.2,0.4,0.6,1.0,0.0,0.0,0,1362.817125757579,445.72000718631284,0.8,1.0
D,Away,2013-2014,0.19999999999999996,0.2,-0.2,0.4,0.4,0.6666666666666666,0.3333333333333333,0.0,0,1711.3617788215029,102.52841310233043,1.4,0.40000000000000013
L,Home,2014-2015,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.1666666666666666,0.0,0,1500.0,0.0,0.0,0.0
D,Away,2014-2015,0.0,1.0,-1.0,1.0,0.0,0.75,0.125,0.125,0,1500.0,-31.25,1.0,-1.0
D,Away,2014-2015,0.0,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0,1425.1457647966442,41.361661204623715,0.0,0.5
W,Home,2014-2015,-0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,0.0,0.0,0,1452.213076253449,17.256579621983974,1.0,-0.33333333333333337
L,Away,2014-2015,0.0,0.5,0.0,0.25,0.25,0.0,0.0,0.0,0,1493.0411852524014,20.977175664508195,1.25,0.0
W,Home,2014-2015,-0.2,0.2,0.2,0.4,0.4,0.8333333333333334,0.1666666666666666,0.0,0,1504.1343472595952,-25.35458988838218,1.4,-0.3999999999999999
W,Home,2014-2015,0.2,0.4,0.0,0.2,0.4,0.375,0.25,0.375,0,1468.3420814377882,43.96414795788587,1.0,0.6000000000000001
D,Away,2014-2015,0.19999999999999996,0.0,0.2,0.2,0.6,0.625,0.25,0.125,0,1454.4895387157376,85.13331874640267,1.2,0.8
D,Home,2014-2015,-0.20000000000000007,0.2,0.0,0.2,0.0,0.375,0.25,0.375,1,1769.984867100746,-224.35590148407096,2.6,-0.6000000000000001
L,Away,2014-2015,-0.19999999999999996,0.2,0.2,0.2,0.2,0.25,0.125,0.625,1,1639.644948537962,-79.79596490683434,2.0,-0.3999999999999999
W,Home,2014-2015,0.2,0.2,0.2,0.2,0.6,1.0,0.0,0.0,0,1412.5215564234045,109.02379052970173,0.8,0.8
W,Away,2014-2015,0.0,0.2,0.2,0.2,0.4,0.625,0.25,0.125,1,1553.5932091490706,-10.294306954519243,1.4,0.20000000000000018
W,Home,2014-2015,0.4,0.4,0.0,0.2,0.6,1.0,0.0,0.0,0,1435.9992355408522,137.62401885204213,0.4,1.2000000000000002
W,Home,2014-2015,0.39999999999999997,0.2,0.0,0.2,0.6,0.75,0.125,0.125,0,1399.484032247768,201.41214741900512,0.8,1.2
W,Away,2014-2015,0.4,0.2,-0.2,0.2,0.4,0.5,0.5,0.0,0,1649.5013843738163,-33.68192884519158,1.4,1.0
W,Home,2014-2015,0.6,0.2,-0.2,0.0,0.4,0.5,0.125,0.375,1,1561.7488211823963,82.30057746784951,1.4,1.6
D,Away,2014-2015,0.6,0.4,-0.4,0.0,0.2,0.875,0.125,0.0,0,1393.502882594019,284.12259706020154,1.6,1.4
W,Home,2014-2015,0.6000000000000001,0.2,0.0,0.0,0.6,0.5,0.25,0.25,0,1473.6895017715883,220.78234319780017,0.8,1.8
D,Away,2014-2015,0.20000000000000007,0.2,0.0,0.0,0.2,0.375,0.375,0.25,1,1511.5813597548315,199.32290210682345,2.0,0.6000000000000001
D,Away,2014-2015,0.0,0.2,0.2,0.0,0.2,0.7777777777777778,0.1111111111111111,0.1111111111111111,0,1457.6364841189895,266.21951551388656,2.0,0.20000000000000018
L,Home,2014-2015,-0.19999999999999996,0.2,0.39999999999999997,0.0,0.2,0.6,0.4,0.0,0,1752.2186628297634,-12.24419942790064,2.0,-0.19999999999999996
W,Away,2014-2015,0.0,0.4,0.19999999999999996,0.2,0.4,1.0,0.0,0.0,0,1206.43049788132,503.39481103209596,1.0,0.19999999999999996
W,Home,2014-2015,0.0,0.2,0.2,0.2,0.4,0.0,0.0,1.0,0,1221.271238037698,559.634290507292,1.4,0.20000000000000018
D,Away,2014-2015,0.2,0.4,0.0,0.2,0.4,0.8571428571428571,0.1428571428571428,0.0,0,1548.6049248581655,235.1779107250145,1.0,0.6000000000000001
W,Home,2014-2015,0.2,0.4,0.0,0.2,0.4,0.0,1.0,0.0,0,1237.9234263715127,560.5968604961574,1.0,0.6000000000000001
L,Away,2014-2015,0.39999999999999997,0.4,-0.2,0.2,0.4,0.7142857142857143,0.1428571428571428,0.1428571428571428,0,1452.8644663397174,348.5178352132557,1.0,1.0
W,Home,2014-2015,0.39999999999999997,0.4,-0.2,0.2,0.4,0.6666666666666666,0.2222222222222222,0.1111111111111111,0,1302.1343739903318,491.83852946765273,1.0,1.0
W,Away,2014-2015,0.19999999999999996,0.4,-0.2,0.2,0.2,0.5555555555555556,0.2222222222222222,0.2222222222222222,0,1353.629747621789,444.5175547189551,1.6,0.3999999999999999
W,Home,2014-2015,0.0,0.2,0.0,0.2,0.2,0.3333333333333333,0.4444444444444444,0.2222222222222222,1,1744.674485554432,111.4831752976288,2.0,0.0
W,Away,2014-2015,-0.19999999999999996,0.0,0.0,0.2,0.0,0.5555555555555556,0.1111111111111111,0.3333333333333333,1,1892.749774619976,-6.417621474457974,3.0,-0.6000000000000001
W,Home,2014-2015,0.4,0.0,0.0,0.2,0.6,0.7777777777777778,0.2222222222222222,0.0,0,1259.16502026672,657.8399672868331,1.2,1.2
W,Home,2014-2015,0.6,0.0,0.0,0.0,0.6,0.2222222222222222,0.1111111111111111,0.6666666666666666,1,1937.7358432297383,-19.0684884456698,1.2,1.8
L,Away,2014-2015,0.19999999999999996,0.2,-0.2,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1,2259.998014969389,-301.7745921427345,2.6,0.3999999999999999
L,Away,2014-2015,0.0,0.2,-0.2,0.2,0.0,0.4444444444444444,0.2222222222222222,0.3333333333333333,0,1385.0100964150065,520.0679992694083,2.6,-0.20000000000000018
L,Home,2014-2015,0.39999999999999997,0.2,-0.2,0.4,0.6,0.5555555555555556,0.3333333333333333,0.1111111111111111,0,1295.0099613904672,605.8936025786795,0.8,1.0
W,Away,2014-2015,0.0,0.0,0.0,0.6,0.6,1.0,0.0,0.0,0,1321.9662445685672,518.2911471912057,1.2,0.0
D,Home,2014-2015,-0.19999999999999996,0.2,-0.2,0.6,0.2,0.6666666666666666,0.2222222222222222,0.1111111111111111,1,1994.8649328156723,-95.11852815525504,2.0,-0.8
D,Away,2014-2015,-0.2,0.0,0.2,0.6,0.6,1.0,0.0,0.0,0,993.8821306189186,912.5425799419063,1.2,-0.3999999999999999
W,Home,2015-2016,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.2,1,1500.0,0.0,0.0,0.0
W,Away,2015-2016,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0,1531.25,0.0,3.0,0.0
D,Home,2015-2016,1.0,0.5,-0.5,0.0,0.5,0.6,0.2,0.2,0,1462.5,100.0,0.5,2.5
L,Away,2015-2016,0.3333333333333333,0.6666666666666666,-0.3333333333333333,0.0,0.0,0.625,0.125,0.25,0,1545.3234944260796,10.173255583776154,1.6666666666666667,0.6666666666666663
W,Home,2015-2016,0.0,0.25,0.0,0.25,0.25,0.6,0.1,0.3,1,1506.651266027857,18.510253291883373,1.75,0.0
W,Away,2015-2016,0.39999999999999997,0.6,-0.39999999999999997,0.2,0.2,0.5,0.3333333333333333,0.1666666666666666,0,1506.4909464000552,54.17458136175151,1.2,0.8
W,Home,2015-2016,0.6,0.4,-0.2,0.2,0.6,0.7,0.2,0.1,0,1361.9594182021535,234.78971748371805,0.4,1.6
L,Away,2015-2016,0.0,0.2,0.0,0.2,0.2,0.6,0.3,0.1,1,1565.7832908829157,48.9572213826882,2.0,0.0
W,Away,2015-2016,0.19999999999999996,0.6,-0.6,0.4,0.0,0.4,0.2,0.4,0,1574.4367861911292,2.678066991930791,1.8,0.0
D,Home,2015-2016,0.20000000000000007,0.0,0.0,0.2,0.4,0.3,0.1,0.6,1,1654.3079607463735,-33.10588502370456,1.8,0.5999999999999999
D,Away,2015-2016,0.19999999999999996,0.0,0.2,0.2,0.6,1.0,0.0,0.0,0,1498.7452840273422,124.83176809543102,1.2,0.8
W,Home,2015-2016,0.0,0.0,0.4,0.2,0.6,0.5,0.3,0.2,0,1447.597677398967,184.59419084039018,1.2,0.40000000000000013
W,Away,2015-2016,0.0,0.2,0.2,0.2,0.4,0.0,0.0,0.0,0,1511.6099894606382,139.84270951213148,1.4,0.20000000000000018
D,Away,2015-2016,-0.20000000000000007,0.2,0.2,0.0,0.0,0.5,0.0,0.5,0,1756.7672892176815,-62.124410699633245,2.6,-0.3999999999999999
D,Home,2015-2016,0.2,0.4,0.19999999999999996,0.0,0.4,0.75,0.25,0.0,0,1526.1731903446096,164.04651718935065,1.0,0.8
L,Away,2015-2016,0.2,0.4,0.19999999999999996,0.0,0.4,0.0,0.0,0.0,0,1286.3610799631847,392.8599777887255,1.0,0.8
L,Home,2015-2016,0.2,0.4,0.0,0.2,0.4,0.8333333333333334,0.0,0.1666666666666666,0,1360.6144011296462,312.7089387036649,1.0,0.6000000000000001
L,Away,2015-2016,-0.2,0.2,0.2,0.4,0.4,0.7,0.2,0.1,0,1519.6960407797442,99.99224997530632,1.4,-0.3999999999999999
D,Home,2015-2016,-0.2,0.4,0.0,0.6,0.4,0.3,0.3,0.4,1,1326.0017196980095,266.6906751904055,1.0,-0.6
W,Home,2015-2016,-0.2,0.4,0.0,0.6,0.4,0.5555555555555556,0.1111111111111111,0.3333333333333333,0,1419.738596315599,156.81554238093463,1.0,-0.6
D,Away,2015-2016,0.0,0.2,0.0,0.6,0.6,0.5,0.3,0.2,0,1234.6187107304163,359.9663893865825,0.8,0.0
W,Away,2015-2016,-0.2,0.2,0.2,0.4,0.4,0.7,0.1,0.2,1,1567.5199031961065,46.47344761455406,1.4,-0.3999999999999999
L,Home,2015-2016,-0.19999999999999996,0.0,0.4,0.2,0.4,0.5714285714285714,0.2857142857142857,0.1428571428571428,0,1606.4058428737442,42.99279687967464,1.8,-0.19999999999999996
W,Home,2015-2016,0.0,0.2,0.2,0.2,0.4,0.6,0.2,0.2,0,1541.0835517826213,73.21772984580184,1.4,0.20000000000000018
D,Away,2015-2016,0.19999999999999996,0.6,-0.39999999999999997,0.2,0.0,0.3,0.3,0.4,1,1336.540868807214,312.4247468658325,1.8,0.19999999999999996
L,Away,2015-2016,0.2,0.4,0.0,0.2,0.4,0.8,0.1,0.1,0,1068.9272591084482,597.9364335934226,1.0,0.6000000000000001
W,Home,2015-2016,0.0,0.4,-0.2,0.4,0.2,0.5,0.3,0.2,1,1923.6091110086168,-258.6834414498967,1.6,-0.20000000000000018
W,Home,2015-2016,0.0,0.4,-0.2,0.4,0.2,1.0,0.0,0.0,0,1541.6193823142387,174.3027489880144,1.6,-0.20000000000000018
L,Away,2015-2016,0.19999999999999996,0.4,-0.2,0.2,0.2,0.6,0.2,0.2,0,1392.4264560982672,340.2631682985898,1.6,0.3999999999999999
W,Away,2015-2016,0.2,0.2,0.0,0.4,0.6,0.3,0.2,0.5,1,1669.4851846206875,55.479034807124435,0.8,0.5999999999999999
W,Home,2015-2016,0.19999999999999996,0.0,0.0,0.4,0.6,0.5,0.2,0.3,0,1581.444060032797,179.71822199667122,1.2,0.6000000000000001
L,Away,2015-2016,0.4,0.4,-0.4,0.2,0.2,0.4,0.4,0.2,1,2012.139416758312,-234.58934495475705,1.6,0.7999999999999998
W,Home,2015-2016,0.6,0.0,0.0,0.4,1.0,0.9,0.1,0.0,0,856.1676453882988,851.8902935908575,0.0,1.8
W,Home,2015-2016,0.39999999999999997,0.6,-0.6,0.4,0.2,0.8,0.2,0.0,0,1331.7826086133923,376.73552830497124,1.2,0.6000000000000001
D,Home,2015-2016,0.0,0.2,-0.2,0.2,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,2122.104277443272,-405.8911423747895,2.6,-0.20000000000000018
W,Away,2015-2016,0.19999999999999996,0.0,0.2,0.2,0.6,0.7142857142857143,0.0,0.2857142857142857,0,1033.4477146308952,703.3581681631952,1.2,0.8
L,Away,2015-2016,0.19999999999999996,0.4,-0.2,0.2,0.2,0.6666666666666666,0.3333333333333333,0.0,0,1765.9230898779244,32.31133580058645,1.6,0.3999999999999999
W,Home,2015-2016,0.39999999999999997,0.2,0.0,0.2,0.6,0.0,0.0,1.0,0,1333.8916870624005,435.99062329839376,0.8,1.2
W,Away,2016-2017,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0,1500.0,0.0,0.0,0.0
W,Home,2016-2017,1.0,1.0,-1.0,0.0,0.0,0.5,0.25,0.25,0,1500.0,37.5,1.0,2.0
W,Away,2016-2017,0.0,0.0,0.0,0.0,0.0,0.75,0.25,0.0,0,1568.75,2.2181316516534935,3.0,0.0
L,Home,2016-2017,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.4,1,1607.991836703423,-5.574198509394819,3.0,0.0
L,Away,2016-2017,0.5,0.25,-0.25,0.25,0.5,1.0,0.0,0.0,0,1469.1207732238183,102.54819173732744,1.0,1.25
W,Home,2016-2017,0.19999999999999996,0.2,-0.2,0.4,0.4,0.25,0.5,0.25,0,1503.856604015947,41.070164615531894,1.4,0.40000000000000013
D,Home,2016-2017,0.6,0.2,-0.2,0.4,0.8,0.6,0.2,0.2,0,1348.701739961254,234.82732065391747,0.2,1.6
D,Away,2016-2017,-0.4,0.2,0.0,0.4,0.0,0.8,0.1,0.1,1,1651.0707389674524,-82.26265943895646,2.6,-1.2000000000000002
L,Away,2016-2017,-0.2,0.2,0.2,0.4,0.4,0.3,0.4,0.3,1,1606.946298624294,-43.94930615404655,1.4,-0.3999999999999999
D,Home,2016-2017,-0.2,0.0,0.4,0.4,0.6,0.5,0.5,0.0,0,1457.2369489222413,52.98695634767682,1.2,-0.19999999999999996
W,Away,2016-2017,0.2,0.2,0.39999999999999997,0.2,0.8,0.6,0.1,0.3,0,1332.814225827438,173.62624888873893,0.2,1.0
D,Home,2016-2017,-0.39999999999999997,0.4,0.19999999999999996,0.2,0.0,0.6,0.2,0.2,1,1734.481270210995,-173.21917367158812,2.2,-1.0000000000000002
D,Home,2016-2017,-0.2,0.2,0.39999999999999997,0.2,0.4,0.6,0.3,0.1,0,1281.8324556650805,290.9543345127813,1.4,-0.19999999999999996
D,Away,2016-2017,0.0,0.2,0.39999999999999997,0.2,0.6,0.6,0.2,0.2,0,1509.1404550458426,46.535147909022044,0.8,0.3999999999999999
W,Home,2016-2017,-0.2,0.4,0.4,0.0,0.2,0.4,0.3,0.3,1,1680.5905513626883,-121.58635616098923,1.6,-0.20000000000000018
W,Away,2016-2017,0.2,0.2,0.39999999999999997,0.0,0.6,0.8333333333333334,0.1666666666666666,0.0,0,1447.8734661581511,152.89118062335024,0.8,1.0
W,Away,2016-2017,-0.19999999999999996,0.2,0.39999999999999997,0.0,0.2,0.5,0.2,0.3,0,1559.576531348367,85.36595975504292,2.0,-0.19999999999999996
W,Home,2016-2017,0.19999999999999996,0.0,0.4,0.0,0.6,0.7,0.1,0.2,0,1311.891419235322,379.5838908193605,1.2,1.0000000000000002
W,Home,2016-2017,0.4,0.0,0.2,0.0,0.6,0.0,0.0,0.0,0,1390.7577534249726,308.30006444210585,1.2,1.4000000000000001
W,Away,2016-2017,0.4,0.2,-0.2,0.0,0.2,0.5,0.4,0.1,0,1335.2952154640836,372.822389974458,2.0,1.0
D,Home,2016-2017,0.19999999999999996,0.2,-0.2,0.0,0.0,0.8,0.1,0.1,1,1938.638758665846,-163.37310168613863,2.6,0.3999999999999999
D,Away,2016-2017,0.4,0.2,0.0,0.0,0.4,0.6,0.2,0.2,0,1361.5606581875124,424.6645379380243,1.4,1.2000000000000002
D,Home,2016-2017,0.39999999999999997,0.2,0.2,0.0,0.6,0.8,0.2,0.0,0,1098.4765255861348,708.7568272037172,0.8,1.4000000000000001
W,Away,2016-2017,0.2,0.2,0.39999999999999997,0.0,0.6,0.4,0.4,0.2,0,1308.989069015404,474.07565695704307,0.8,1.0
W,Home,2016-2017,0.0,0.4,0.19999999999999996,0.0,0.2,0.6666666666666666,0.0,0.3333333333333333,0,1363.1940720919747,502.008327363038,1.6,0.19999999999999996
D,Home,2016-2017,0.4,0.2,0.39999999999999997,0.0,0.8,0.6666666666666666,0.0,0.3333333333333333,0,1235.9634597399915,633.1884759156169,0.2,1.6
W,Away,2016-2017,0.4,0.4,0.19999999999999996,0.0,0.6,1.0,0.0,0.0,0,1215.0411121087468,630.3837380822492,0.4,1.4
D,Home,2016-2017,0.19999999999999996,0.2,0.2,0.0,0.4,0.5,0.2,0.3,0,1426.652880772001,491.8323236286237,1.4,0.8000000000000003
D,Home,2016-2017,0.0,0.0,0.4,0.0,0.4,0.6,0.2,0.2,0,1753.226032752748,143.0421981210759,1.8,0.40000000000000013
W,Away,2016-2017,0.4,0.2,0.39999999999999997,0.0,0.8,0.7,0.1,0.2,0,985.9051082137912,900.6150621552872,0.2,1.6
W,Home,2016-2017,-0.4,0.0,0.6,0.0,0.2,0.3,0.3,0.4,1,2266.3495234985744,-292.8169305718104,2.4,-0.5999999999999999
W,Away,2016-2017,0.39999999999999997,0.4,0.0,0.0,0.4,0.3333333333333333,0.6666666666666666,0.0,0,1295.203559801824,741.6022797237345,1.0,1.2000000000000002
D,Away,2016-2017,0.19999999999999996,0.4,0.0,0.0,0.2,0.4,0.2,0.4,1,2150.9185664372453,-40.147915451036624,1.6,0.6000000000000001
D,Home,2016-2017,0.39999999999999997,0.2,0.2,0.0,0.6,0.6,0.1,0.3,0,1070.6436149036797,1037.2509513731964,0.8,1.4000000000000001
L,Away,2016-2017,0.0,0.0,0.4,0.0,0.4,0.5,0.3,0.2,1,1812.3629459501,270.6588931678041,1.8,0.40000000000000013
L,Away,2016-2017,-0.4,0.0,0.4,0.2,0.2,0.4,0.3,0.3,1,2131.114219144305,-61.13700895488,2.4,-0.7999999999999998
D,Away,2016-2017,0.0,0.4,0.0,0.4,0.4,0.5555555555555556,0.2222222222222222,0.2222222222222222,0,1478.487526657004,554.7967943557287,1.0,0.0
W,Home,2016-2017,-0.4,0.0,0.6,0.4,0.6,0.8571428571428571,0.1428571428571428,0.0,0,1181.7593122214253,874.5547718474131,1.2,-0.6
W,Home,2017-2018,0.0,0.0,0.0,0.0,0.0,0.5,0.4,0.1,0,1500.0,0.0,0.0,0.0
W,Away,2017-2018,1.0,1.0,-1.0,0.0,0.0,0.5,0.2,0.3,0,1500.0,46.875,1.0,2.0
W,Home,2017-2018,0.5,0.0,0.0,0.0,0.5,0.5,0.3333333333333333,0.1666666666666666,0,1505.5754872798962,94.46065633352077,1.5,1.5
D,Away,2017-2018,0.6666666666666667,0.3333333333333333,-0.3333333333333333,0.0,0.3333333333333333,0.5,0.3,0.2,0,1501.5009294983572,126.08372808057288,1.3333333333333333,1.6666666666666667
W,Home,2017-2018,0.5,0.25,0.0,0.0,0.5,0.5,0.3,0.2,0,1453.8796205404358,182.39914296700272,1.0,1.5
W,Away,2017-2018,0.4,0.4,-0.2,0.0,0.2,0.5,0.3,0.2,0,1530.8414285420026,129.74015859662836,1.6,1.0
W,Home,2017-2018,0.8,0.0,0.2,0.0,1.0,0.875,0.125,0.0,0,1238.6205956501174,464.36666140499074,0.0,2.6
D,Away,2017-2018,0.4,0.4,-0.2,0.0,0.2,0.8,0.1,0.1,1,1564.0623095437504,144.97921762845954,1.6,1.0
