result,venue,win_before_team1,win_before_team2,draw_before_team2,lose_before_team1,lose_before_team2,history_team1_lose_team2,is_opponent_big6
L,Home,0.4,0.2,0.4,0.4,0.4,0.4444444444444444,0
D,Away,0.4,0.8,0.0,0.4,0.2,0.1612903225806451,1
W,Away,0.4,0.6,0.0,0.4,0.4,0.1612903225806451,0
W,Home,0.4,0.2,0.2,0.4,0.6,0.0,0
D,Away,0.4,0.6,0.4,0.4,0.0,0.16,0
D,Home,0.4,0.2,0.4,0.2,0.4,0.0,0
W,Home,0.4,0.2,0.2,0.0,0.6,0.1578947368421052,0
D,Away,0.6,0.2,0.6,0.0,0.2,0.08,0
W,Home,0.4,0.4,0.2,0.0,0.4,0.1111111111111111,0
D,Away,0.4,0.6,0.2,0.0,0.2,0.2068965517241379,1
W,Home,0.4,0.0,0.2,0.0,0.8,0.0967741935483871,0
L,Home,0.0,0.0,0.0,0.0,0.0,0.1818181818181818,1
D,Away,0.0,0.0,0.0,1.0,1.0,0.0,0
W,Away,0.0,0.0,0.5,0.5,0.5,0.0,0
W,Home,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.2222222222222222,0
W,Away,0.5,0.5,0.25,0.25,0.25,0.125,0
W,Home,0.6,0.6,0.2,0.2,0.2,0.40625,1
W,Away,0.8,0.4,0.2,0.0,0.4,0.0,0
W,Home,1.0,0.0,0.2,0.0,0.8,0.5,0
D,Home,1.0,0.0,0.2,0.0,0.8,0.1666666666666666,0
W,Away,0.8,0.0,0.2,0.0,0.8,0.0769230769230769,0
D,Home,0.8,0.4,0.6,0.0,0.0,0.15625,1
D,Away,0.6,0.2,0.6,0.0,0.2,0.46875,1
W,Home,0.4,0.4,0.2,0.0,0.4,0.0,0
W,Away,0.4,0.2,0.4,0.0,0.4,0.1538461538461538,0
W,Home,0.6,0.6,0.2,0.0,0.2,0.25,0
L,Away,0.6,0.0,0.4,0.0,0.6,0.15625,0
L,Away,0.6,0.6,0.0,0.2,0.4,0.2,1
W,Home,0.6,0.4,0.2,0.4,0.4,0.15,0
W,Home,0.6,0.2,0.4,0.4,0.4,0.0,0
D,Away,0.6,0.4,0.0,0.4,0.6,0.0,0
W,Away,0.4,0.2,0.0,0.4,0.8,0.4545454545454545,0
W,Home,0.6,0.6,0.0,0.2,0.4,0.0,0
L,Home,0.8,0.0,0.6,0.0,0.4,0.0,0
L,Away,0.6,0.6,0.2,0.2,0.2,0.3939393939393939,1
W,Home,0.4,0.4,0.2,0.4,0.4,0.1111111111111111,0
L,Away,0.6,0.2,0.2,0.4,0.6,0.2058823529411764,1
L,Away,0.4,0.4,0.2,0.6,0.4,0.1428571428571428,0
D,Home,0.2,0.6,0.4,0.8,0.0,0.2258064516129032,1
W,Home,0.2,0.0,0.2,0.6,0.8,0.1481481481481481,0
L,Away,0.4,0.8,0.0,0.4,0.2,0.0,0
W,Away,0.2,0.0,0.4,0.6,0.6,0.1578947368421052,0
W,Home,0.4,0.6,0.2,0.4,0.2,0.0,0
L,Away,0.6,1.0,0.0,0.2,0.0,0.1515151515151515,1
W,Home,0.6,0.6,0.4,0.4,0.0,0.4545454545454545,1
W,Away,0.6,0.2,0.4,0.4,0.4,0.2105263157894736,0
W,Away,0.8,0.2,0.4,0.2,0.4,0.2352941176470588,0
W,Home,0.8,0.2,0.2,0.2,0.6,0.074074074074074,0
W,Home,0.8,0.4,0.2,0.2,0.4,0.1818181818181818,0
W,Home,0.0,0.0,0.0,0.0,0.0,0.0,0
L,Away,1.0,0.0,0.0,0.0,1.0,0.2222222222222222,0
L,Away,0.5,0.5,0.5,0.5,0.0,0.2285714285714285,1
W,Home,0.3333333333333333,0.0,0.0,0.6666666666666666,1.0,0.0,0
D,Away,0.5,0.75,0.0,0.5,0.25,0.4117647058823529,1
W,Home,0.4,0.4,0.4,0.4,0.2,0.1818181818181818,0
W,Home,0.4,0.4,0.2,0.4,0.4,0.0,0
L,Away,0.6,0.4,0.4,0.2,0.2,0.1666666666666666,0
W,Away,0.6,0.2,0.2,0.2,0.6,0.1764705882352941,0
W,Home,0.6,0.2,0.2,0.2,0.6,0.4166666666666667,0
L,Away,0.8,1.0,0.0,0.2,0.0,0.21875,1
W,Home,0.6,0.8,0.0,0.4,0.2,0.1764705882352941,1
W,Away,0.6,0.6,0.2,0.4,0.2,0.0,0
W,Home,0.8,0.4,0.0,0.2,0.6,0.0,0
L,Home,0.8,0.8,0.0,0.2,0.2,0.4411764705882353,1
D,Away,0.6,0.2,0.2,0.4,0.6,0.2,0
D,Away,0.6,0.2,0.2,0.2,0.6,0.1428571428571428,0
W,Home,0.4,0.0,0.2,0.2,0.8,0.1,0
D,Home,0.4,0.6,0.4,0.2,0.0,0.25,1
W,Away,0.2,0.4,0.6,0.2,0.0,0.1,0
D,Away,0.4,0.0,0.4,0.0,0.6,0.1739130434782608,0
D,Home,0.4,0.8,0.2,0.0,0.0,0.4,1
L,Away,0.4,0.2,0.4,0.0,0.4,0.0,0
W,Home,0.2,0.4,0.4,0.2,0.2,0.0909090909090909,0
L,Away,0.4,0.4,0.2,0.2,0.4,0.3846153846153846,0
W,Home,0.2,0.2,0.2,0.4,0.6,0.1714285714285714,0
L,Away,0.4,0.4,0.6,0.4,0.0,0.1714285714285714,1
L,Home,0.4,0.6,0.2,0.6,0.2,0.2424242424242424,1
L,Away,0.4,0.4,0.4,0.6,0.2,0.0,0
W,Home,0.2,0.6,0.2,0.8,0.2,0.2857142857142857,0
W,Home,0.4,0.0,0.6,0.6,0.4,0.2631578947368421,0
W,Home,0.4,0.0,0.4,0.6,0.6,0.1904761904761904,0
L,Away,0.6,0.6,0.2,0.4,0.2,0.0967741935483871,0
W,Home,0.6,0.2,0.4,0.4,0.4,0.1379310344827586,0
L,Away,0.8,0.8,0.0,0.2,0.2,0.4571428571428571,1
W,Home,0.6,0.4,0.4,0.4,0.2,0.0,0
L,Away,0.6,0.0,0.2,0.4,0.8,0.0,0
W,Away,0.4,0.2,0.6,0.6,0.2,0.0,0
L,Home,0.0,0.0,0.0,0.0,0.0,0.2647058823529412,1
L,Away,0.0,1.0,0.0,1.0,0.0,0.3888888888888889,1
W,Home,0.0,0.0,0.0,1.0,1.0,0.1333333333333333,0
W,Away,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0
W,Away,0.5,0.0,0.25,0.5,0.75,0.125,0
W,Home,0.6,0.2,0.6,0.4,0.2,0.1666666666666666,0
W,Home,0.8,0.6,0.2,0.2,0.2,0.25,0
W,Away,1.0,0.2,0.4,0.0,0.4,0.1153846153846153,0
W,Home,1.0,0.4,0.0,0.0,0.6,0.0714285714285714,0
D,Away,1.0,0.2,0.2,0.0,0.6,0.0833333333333333,0
D,Home,0.8,0.6,0.4,0.0,0.0,0.2432432432432432,1
D,Home,0.6,0.4,0.0,0.0,0.6,0.0,0
W,Away,0.4,0.4,0.2,0.0,0.4,0.1666666666666666,0
W,Home,0.4,0.8,0.0,0.0,0.2,0.1944444444444444,1
D,Away,0.4,0.4,0.4,0.0,0.2,0.4722222222222222,1
W,Home,0.4,0.4,0.2,0.0,0.4,0.0,0
L,Away,0.6,0.0,0.4,0.0,0.6,0.1818181818181818,0
W,Home,0.6,0.2,0.0,0.2,0.8,0.0,0
D,Away,0.6,0.4,0.0,0.2,0.6,0.5,0
L,Away,0.4,1.0,0.0,0.2,0.0,0.2368421052631578,1
W,Home,0.4,0.2,0.4,0.4,0.4,0.1111111111111111,0
L,Away,0.4,0.4,0.2,0.4,0.4,0.1290322580645161,0
W,Home,0.4,0.6,0.2,0.4,0.2,0.4054054054054054,1
W,Home,0.4,0.2,0.4,0.4,0.4,0.0,0
L,Away,0.6,0.8,0.0,0.4,0.2,0.2857142857142857,1
W,Away,0.6,0.0,0.2,0.4,0.8,0.0,0
W,Home,0.6,0.4,0.4,0.4,0.2,0.217391304347826,0
W,Home,0.8,0.4,0.2,0.2,0.4,0.1428571428571428,0
D,Away,0.8,0.6,0.0,0.2,0.4,0.1891891891891892,1
W,Home,0.6,0.8,0.2,0.2,0.0,0.4594594594594595,1
W,Home,0.8,0.6,0.2,0.0,0.2,0.1212121212121212,0
L,Away,0.8,0.6,0.2,0.0,0.2,0.1621621621621621,0
W,Away,0.6,0.4,0.0,0.2,0.6,0.2222222222222222,0
L,Home,0.6,0.4,0.0,0.2,0.6,0.0769230769230769,0
L,Away,0.6,0.2,0.4,0.4,0.4,0.0,0
L,Away,0.4,0.6,0.2,0.6,0.2,0.0666666666666666,0
D,Home,0.2,0.0,0.4,0.8,0.6,0.3333333333333333,0
W,Away,0.2,0.4,0.2,0.6,0.4,0.0,0
W,Away,0.0,0.0,0.0,0.0,0.0,0.1176470588235294,0
W,Home,1.0,1.0,0.0,0.0,0.0,0.0,0
L,Away,1.0,1.0,0.0,0.0,0.0,0.2564102564102564,1
D,Home,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.1842105263157894,1
D,Away,0.5,0.0,0.25,0.25,0.75,0.2,0
W,Home,0.4,0.2,0.2,0.2,0.6,0.09375,0
D,Away,0.4,0.2,0.4,0.2,0.4,0.4473684210526316,1
W,Home,0.2,0.4,0.2,0.2,0.4,0.125,0
L,Away,0.4,0.2,0.4,0.0,0.4,0.5,0
D,Home,0.4,0.4,0.2,0.2,0.4,0.1428571428571428,0
D,Home,0.4,0.4,0.6,0.2,0.0,0.1,0
L,Away,0.2,0.8,0.0,0.2,0.2,0.125,0
D,Home,0.2,0.0,0.2,0.4,0.8,0.2083333333333333,0
D,Away,0.0,0.2,0.2,0.4,0.6,0.1,0
L,Home,0.0,0.4,0.0,0.2,0.6,0.25,0
W,Away,0.0,0.2,0.0,0.4,0.8,0.15625,0
L,Home,0.2,0.4,0.2,0.4,0.4,0.3055555555555556,1
D,Away,0.2,0.2,0.2,0.4,0.6,0.1842105263157894,0
D,Away,0.2,0.2,0.0,0.4,0.8,0.1111111111111111,0
L,Home,0.2,0.4,0.0,0.4,0.6,0.3947368421052631,1
W,Home,0.2,0.6,0.2,0.4,0.2,0.4358974358974359,1
D,Away,0.2,0.2,0.6,0.4,0.2,0.1333333333333333,0
D,Home,0.2,0.4,0.2,0.2,0.4,0.6666666666666666,0
D,Away,0.2,0.4,0.2,0.2,0.4,0.4102564102564102,1
D,Away,0.2,0.4,0.0,0.2,0.6,0.0,0
W,Home,0.2,0.2,0.6,0.0,0.2,0.1142857142857142,0
W,Home,0.2,0.6,0.4,0.0,0.0,0.1794871794871795,0
W,Home,0.4,0.2,0.2,0.0,0.6,0.1515151515151515,0
L,Away,0.6,0.6,0.0,0.0,0.4,0.3243243243243243,1
L,Away,0.6,0.0,0.8,0.2,0.2,0.4,0
W,Away,0.6,0.4,0.0,0.4,0.6,0.2,0
W,Home,0.6,0.2,0.0,0.4,0.8,0.0909090909090909,0
W,Away,0.6,0.8,0.2,0.4,0.0,0.0909090909090909,0
D,Home,0.6,0.4,0.4,0.4,0.2,0.1764705882352941,0
L,Away,0.6,0.4,0.4,0.2,0.2,0.1794871794871795,1
W,Home,0.6,0.6,0.2,0.2,0.2,0.275,1
L,Away,0.6,0.2,0.2,0.2,0.6,0.0909090909090909,0
W,Home,0.4,0.4,0.0,0.4,0.6,0.1818181818181818,0
W,Away,0.0,0.0,0.0,0.0,0.0,0.1071428571428571,0
W,Home,1.0,0.0,0.0,0.0,1.0,0.1470588235294117,0
L,Away,1.0,1.0,0.0,0.0,0.0,0.2682926829268293,1
W,Home,0.6666666666666666,0.0,0.0,0.3333333333333333,1.0,0.5,0
L,Away,0.75,0.3333333333333333,0.3333333333333333,0.25,0.3333333333333333,0.3421052631578947,1
L,Home,0.6,0.6,0.0,0.4,0.4,0.1666666666666666,0
W,Away,0.4,0.4,0.2,0.6,0.4,0.425,1
L,Home,0.4,0.6,0.0,0.6,0.4,0.1176470588235294,0
D,Away,0.4,0.2,0.2,0.6,0.6,0.375,0
L,Home,0.2,0.4,0.4,0.6,0.2,0.0833333333333333,0
L,Away,0.2,0.8,0.2,0.6,0.0,0.2,1
L,Home,0.2,0.2,0.4,0.6,0.4,0.0,0
D,Home,0.0,0.6,0.2,0.8,0.2,0.1923076923076923,0
L,Away,0.0,0.6,0.2,0.6,0.2,0.175,0
W,Home,0.0,0.4,0.2,0.8,0.4,0.4,1
W,Away,0.2,0.0,0.6,0.6,0.4,0.5,0
W,Away,0.4,0.0,0.4,0.4,0.6,0.1666666666666666,0
D,Home,0.6,0.2,0.4,0.2,0.4,0.125,0
W,Home,0.6,0.0,0.4,0.2,0.6,0.1111111111111111,0
W,Away,0.8,0.2,0.4,0.0,0.4,0.1851851851851851,0
D,Home,0.8,0.6,0.2,0.0,0.2,0.4146341463414634,1
L,Away,0.6,0.0,0.4,0.0,0.6,0.1538461538461538,0
L,Away,0.4,0.4,0.0,0.2,0.6,0.1428571428571428,0
W,Home,0.4,0.6,0.0,0.4,0.4,0.3333333333333333,0
L,Home,0.4,1.0,0.0,0.4,0.0,0.358974358974359,1
W,Away,0.2,0.6,0.2,0.6,0.2,0.2105263157894736,0
D,Away,0.4,0.2,0.6,0.6,0.2,0.0769230769230769,0
W,Home,0.4,0.6,0.0,0.4,0.4,0.2195121951219512,1
D,Away,0.6,0.6,0.0,0.2,0.4,0.1428571428571428,0
L,Home,0.4,0.4,0.0,0.2,0.6,0.2857142857142857,1
W,Away,0.4,0.2,0.0,0.2,0.8,0.4,0
D,Home,0.4,0.2,0.0,0.2,0.8,0.1034482758620689,0
L,Home,0.4,0.0,0.6,0.2,0.4,0.1951219512195122,0
W,Away,0.2,0.4,0.4,0.4,0.2,0.1081081081081081,0
W,Home,0.4,0.4,0.4,0.4,0.2,0.16,0
W,Away,0.6,0.8,0.2,0.2,0.0,0.3902439024390244,1
W,Away,0.6,0.4,0.0,0.2,0.6,0.1176470588235294,0
W,Home,0.8,0.4,0.2,0.2,0.4,0.4285714285714285,0
L,Away,0.0,0.0,0.0,0.0,0.0,0.0,0
L,Home,0.0,1.0,0.0,1.0,0.0,0.3809523809523809,1
L,Away,0.0,0.5,0.0,1.0,0.5,0.375,1
W,Home,0.0,0.0,0.0,1.0,1.0,0.0833333333333333,0
W,Away,0.25,0.0,0.25,0.75,0.75,0.0714285714285714,0
W,Home,0.4,0.6,0.0,0.6,0.4,0.2142857142857142,1
D,Away,0.6,0.6,0.2,0.4,0.2,0.375,0
D,Home,0.6,0.2,0.6,0.2,0.2,0.1111111111111111,0
W,Home,0.6,0.4,0.0,0.0,0.6,0.1666666666666666,0
W,Away,0.6,0.4,0.4,0.0,0.2,0.2,0
W,Home,0.6,0.2,0.2,0.0,0.6,0.1666666666666666,0
L,Away,0.6,0.4,0.4,0.0,0.2,0.3023255813953488,1
W,Home,0.6,0.0,0.6,0.2,0.4,0.1052631578947368,0
L,Away,0.8,0.2,0.2,0.2,0.6,0.4047619047619047,1
L,Away,0.6,0.0,0.2,0.4,0.8,0.2142857142857142,0
W,Home,0.4,0.2,0.4,0.6,0.4,0.1785714285714285,0
W,Home,0.4,0.2,0.4,0.6,0.4,0.1388888888888889,0
W,Away,0.6,0.2,0.4,0.4,0.4,0.3,0
W,Away,0.6,0.0,0.4,0.4,0.6,0.0769230769230769,0
L,Home,0.8,1.0,0.0,0.2,0.0,0.3902439024390244,1
D,Home,0.8,0.0,0.4,0.2,0.6,0.0666666666666666,0
W,Away,0.6,0.8,0.2,0.2,0.0,0.2142857142857142,0
W,Home,0.6,0.0,0.2,0.2,0.8,1.0,0
W,Home,0.6,0.8,0.0,0.2,0.2,0.2,0
W,Away,0.6,0.2,0.2,0.2,0.6,0.1538461538461538,0
W,Home,0.8,0.4,0.2,0.0,0.4,0.1904761904761904,0
L,Home,1.0,1.0,0.0,0.0,0.0,0.3181818181818182,1
W,Away,0.8,0.6,0.0,0.2,0.4,0.1621621621621621,0
L,Away,0.8,0.4,0.4,0.2,0.2,0.1052631578947368,0
L,Home,0.6,0.0,0.2,0.4,0.8,0.3333333333333333,0
L,Away,0.4,0.0,0.2,0.6,0.8,0.1724137931034483,0
W,Away,0.2,0.8,0.0,0.8,0.2,0.3953488372093023,1
W,Home,0.4,0.4,0.2,0.6,0.4,0.4186046511627907,1
W,Away,0.4,0.2,0.2,0.6,0.6,0.1351351351351351,0
W,Home,0.6,0.4,0.4,0.4,0.2,0.2727272727272727,0
L,Away,0.8,0.4,0.4,0.2,0.2,0.2093023255813953,1
L,Away,0.8,0.6,0.0,0.2,0.4,0.1025641025641025,0
W,Home,0.6,0.6,0.2,0.4,0.2,0.2325581395348837,0
W,Away,0.0,0.0,0.0,0.0,0.0,0.15,0
W,Home,1.0,0.0,1.0,0.0,0.0,0.1818181818181818,0
W,Away,1.0,0.5,0.0,0.0,0.5,0.1,0
W,Home,1.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.1,0
W,Home,1.0,0.25,0.0,0.0,0.75,0.1578947368421052,0
L,Away,1.0,0.6,0.0,0.0,0.4,0.4090909090909091,1
W,Away,0.8,0.4,0.4,0.2,0.2,0.5,0
W,Home,0.8,0.8,0.2,0.2,0.0,0.2272727272727272,1
W,Home,0.8,0.4,0.4,0.2,0.2,0.3333333333333333,1
W,Away,0.8,0.0,0.4,0.2,0.6,0.25,0
D,Away,0.8,0.2,0.2,0.2,0.6,0.2,0
W,Home,0.8,0.2,0.4,0.0,0.4,0.0,0
W,Away,0.8,0.4,0.4,0.0,0.2,0.3863636363636363,1
W,Away,0.8,0.2,0.2,0.0,0.6,0.1875,0
W,Home,0.8,0.2,0.0,0.0,0.8,0.131578947368421,0
W,Away,0.8,0.6,0.0,0.0,0.4,0.4,0
D,Home,1.0,0.8,0.2,0.0,0.0,0.125,0
W,Away,0.8,0.4,0.2,0.0,0.4,0.2222222222222222,1
W,Home,0.8,0.8,0.2,0.0,0.0,0.4222222222222222,1
L,Away,0.8,0.0,0.2,0.0,0.8,0.2272727272727272,0
D,Home,0.6,0.8,0.2,0.2,0.0,0.3333333333333333,0
L,Home,0.4,0.6,0.0,0.2,0.4,0.4047619047619047,1
W,Away,0.4,0.4,0.2,0.4,0.4,0.1538461538461538,0
W,Away,0.4,0.4,0.2,0.4,0.4,0.1739130434782608,0
W,Home,0.4,0.4,0.0,0.4,0.6,0.2444444444444444,0
W,Home,0.6,0.2,0.4,0.2,0.4,0.0909090909090909,0
W,Away,0.8,0.4,0.4,0.2,0.2,0.0967741935483871,0
W,Home,1.0,0.0,0.4,0.0,0.6,0.1428571428571428,0
W,Home,1.0,0.4,0.2,0.0,0.4,0.2307692307692307,0
D,Away,1.0,0.4,0.2,0.0,0.4,0.3260869565217391,1
D,Away,0.8,0.4,0.2,0.0,0.4,0.1282051282051282,0
D,Home,0.6,0.0,0.2,0.0,0.8,0.1935483870967742,0
L,Away,0.4,1.0,0.0,0.0,0.0,0.4186046511627907,1
W,Home,0.2,0.0,0.2,0.2,0.8,0.3777777777777777,1
W,Away,0.2,0.8,0.0,0.2,0.2,0.1219512195121951,0
L,Home,0.4,0.6,0.0,0.2,0.4,0.3636363636363636,0
L,Away,0.4,0.4,0.2,0.4,0.4,0.0,0
W,Home,0.4,0.4,0.2,0.6,0.4,0.1764705882352941,0
