result,win_before_team1,win_before_team2,draw_before_team1,draw_before_team2,history_team1_lose_team2,history_team1_win_team2,is_opponent_big6,venue_Home,venue_Away
W,1.0,0.0,0.0,0.0,0.3333333333333333,0.4166666666666667,0,0,1
W,1.0,0.6666666666666666,0.0,0.0,0.8125,0.125,1,1,0
L,1.0,0.8,0.0,0.0,0.4375,0.3125,1,0,1
W,0.8,0.2,0.0,0.2,0.3333333333333333,0.5,0,1,0
D,0.8,0.8,0.0,0.0,0.25,0.5625,0,0,1
D,0.6,0.4,0.2,0.0,0.625,0.125,0,0,1
D,0.4,0.4,0.4,0.2,0.2857142857142857,0.2857142857142857,0,1,0
D,0.2,0.4,0.6,0.0,0.3,0.6,0,0,1
D,0.2,0.4,0.8,0.0,0.0,0.0,0,1,0
D,0.0,0.2,1.0,0.2,0.5625,0.125,1,0,1
D,0.0,0.4,1.0,0.4,0.0,0.5,0,1,0
W,0.0,1.0,1.0,0.0,0.875,0.0625,1,1,0
D,0.2,0.0,0.8,0.2,0.4285714285714285,0.4285714285714285,0,0,1
L,0.2,0.4,0.8,0.4,0.6875,0.125,1,0,1
W,0.2,0.2,0.6,0.2,0.1,0.9,0,1,0
W,0.4,0.2,0.4,0.4,0.5,0.5,0,1,0
W,0.6,0.6,0.2,0.0,0.3333333333333333,0.3333333333333333,0,0,1
W,0.6,0.0,0.2,0.6,0.3333333333333333,0.2,0,1,0
L,0.8,0.2,0.0,0.8,0.4375,0.375,0,0,1
W,0.8,0.2,0.0,0.2,0.3076923076923077,0.4615384615384615,0,1,0
L,0.8,0.0,0.0,0.8,0.0,0.3333333333333333,0,0,1
W,0.6,0.2,0.0,0.2,0.4,0.4,0,1,0
D,0.6,0.4,0.0,0.6,0.3333333333333333,0.6666666666666666,0,0,1
D,0.4,0.6,0.2,0.2,0.5294117647058824,0.1176470588235294,1,1,0
W,0.4,0.6,0.4,0.2,0.8235294117647058,0.1176470588235294,1,0,1
D,0.4,0.2,0.4,0.6,0.0909090909090909,0.9090909090909092,0,0,1
W,0.4,0.4,0.6,0.4,0.2666666666666666,0.2666666666666666,0,0,1
L,0.4,0.6,0.6,0.2,0.4705882352941176,0.3529411764705882,0,1,0
W,0.4,0.4,0.4,0.0,0.5555555555555556,0.1111111111111111,0,1,0
W,0.6,0.0,0.2,0.2,0.0,0.0,0,0,1
W,0.6,0.0,0.2,0.6,0.2727272727272727,0.5454545454545454,0,1,0
L,0.8,0.6,0.0,0.2,0.4705882352941176,0.2941176470588235,1,1,0
D,0.6,0.4,0.0,0.2,0.7647058823529411,0.1764705882352941,1,0,1
W,0.6,0.8,0.2,0.2,0.2352941176470588,0.5294117647058824,0,1,0
L,0.6,0.6,0.2,0.0,0.7058823529411765,0.1176470588235294,1,1,0
D,0.4,0.4,0.2,0.2,0.3076923076923077,0.5384615384615384,0,0,1
D,0.0,0.0,0.0,0.0,0.7222222222222222,0.1111111111111111,1,0,1
W,0.0,0.0,1.0,1.0,0.5,0.1111111111111111,1,1,0
L,0.5,0.0,0.5,0.5,0.0833333333333333,0.8333333333333334,0,0,1
D,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3125,0.25,0,1,0
W,0.25,0.25,0.5,0.25,0.5,0.2,0,0,1
W,0.4,1.0,0.4,0.0,0.7777777777777778,0.1666666666666666,1,1,0
W,0.6,0.4,0.2,0.2,0.3125,0.5,0,1,0
W,0.6,0.4,0.2,0.2,0.0,0.0,0,0,1
L,0.8,0.4,0.2,0.2,0.7222222222222222,0.1666666666666666,1,1,0
L,0.8,0.0,0.0,0.2,0.25,0.5,0,0,1
W,0.6,0.4,0.0,0.4,0.5,0.25,0,0,1
D,0.6,0.6,0.0,0.4,0.5,0.2777777777777778,1,1,0
D,0.4,0.2,0.2,0.4,0.25,0.5833333333333334,0,1,0
W,0.2,0.2,0.4,0.4,0.25,0.3125,0,0,1
D,0.4,0.6,0.4,0.0,0.25,0.5,0,0,1
W,0.4,0.6,0.6,0.4,0.375,0.4375,0,1,0
W,0.4,0.2,0.6,0.4,0.2857142857142857,0.5,0,0,1
L,0.6,0.0,0.4,0.6,0.5,0.3333333333333333,0,1,0
W,0.6,0.2,0.2,0.4,0.2941176470588235,0.5294117647058824,0,0,1
W,0.6,0.2,0.2,0.0,0.2222222222222222,0.5555555555555556,0,1,0
W,0.8,0.6,0.0,0.4,0.0,1.0,0,1,0
D,0.8,0.6,0.0,0.2,0.7368421052631579,0.1578947368421052,1,0,1
W,0.6,0.6,0.2,0.0,0.4,0.4,0,1,0
L,0.8,0.0,0.2,0.4,0.2105263157894736,0.5789473684210527,0,0,1
D,0.6,0.2,0.2,0.4,0.2307692307692307,0.5384615384615384,0,0,1
W,0.4,0.2,0.4,0.2,0.4444444444444444,0.3333333333333333,0,1,0
L,0.4,0.6,0.4,0.2,0.4736842105263157,0.2631578947368421,1,0,1
D,0.4,0.4,0.2,0.4,0.2352941176470588,0.3529411764705882,0,1,0
W,0.2,0.2,0.4,0.4,0.4545454545454545,0.2727272727272727,0,1,0
L,0.4,0.6,0.4,0.2,0.7368421052631579,0.2105263157894736,1,0,1
W,0.4,0.0,0.2,0.2,0.1538461538461538,0.7692307692307693,0,1,0
L,0.4,0.4,0.2,0.2,0.4736842105263157,0.1578947368421052,1,0,1
W,0.4,0.0,0.2,0.6,0.2941176470588235,0.2352941176470588,0,0,1
W,0.6,0.0,0.0,0.2,0.2666666666666666,0.5333333333333333,0,1,0
L,0.6,0.4,0.0,0.4,0.5263157894736842,0.3157894736842105,0,0,1
W,0.6,0.2,0.0,0.6,0.6842105263157895,0.1052631578947368,1,1,0
W,0.6,0.4,0.0,0.4,0.2,0.4,0,1,0
W,0.8,0.2,0.0,0.0,0.3529411764705882,0.4705882352941176,0,0,1
W,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
W,1.0,1.0,0.0,0.0,0.3333333333333333,0.5,0,0,1
W,1.0,0.0,0.0,0.0,0.65,0.15,1,0,1
W,1.0,0.3333333333333333,0.0,0.6666666666666666,0.4166666666666667,0.3333333333333333,0,1,0
D,1.0,0.0,0.0,0.5,0.2222222222222222,0.3333333333333333,0,0,1
W,0.8,0.5,0.2,0.25,0.55,0.3,0,1,0
W,0.8,0.2,0.2,0.2,0.2777777777777778,0.2777777777777778,0,0,1
W,0.8,0.2,0.2,0.8,0.25,0.55,0,1,0
W,0.8,0.6,0.2,0.4,0.5,0.25,1,0,1
W,0.8,0.0,0.2,0.2,0.3333333333333333,0.5,0,1,0
W,1.0,0.2,0.0,0.4,0.0,0.0,0,0,1
W,1.0,0.8,0.0,0.2,0.2777777777777778,0.5555555555555556,0,1,0
D,1.0,0.4,0.0,0.6,0.5,0.15,1,0,1
W,0.8,0.2,0.2,0.4,0.0,0.5,0,1,0
L,0.8,0.6,0.2,0.0,0.75,0.2,1,0,1
W,0.6,0.8,0.2,0.2,0.7,0.15,1,1,0
W,0.6,0.8,0.2,0.0,0.1666666666666666,0.5,0,1,0
D,0.6,0.4,0.2,0.2,0.4,0.4,0,0,1
L,0.6,0.4,0.2,0.2,0.1428571428571428,0.7857142857142857,0,0,1
W,0.4,0.6,0.2,0.4,0.4761904761904761,0.1428571428571428,1,1,0
W,0.6,0.0,0.2,0.6,0.3846153846153846,0.3846153846153846,0,0,1
W,0.6,0.6,0.2,0.4,0.6190476190476191,0.1904761904761904,1,1,0
L,0.6,0.2,0.2,0.4,0.5238095238095238,0.3333333333333333,0,0,1
W,0.6,0.4,0.0,0.4,0.2105263157894736,0.3157894736842105,0,1,0
W,0.8,0.2,0.0,0.4,0.238095238095238,0.5714285714285714,0,0,1
W,0.8,0.4,0.0,0.2,0.2631578947368421,0.3157894736842105,0,1,0
W,0.8,0.2,0.0,0.2,0.3157894736842105,0.5263157894736842,0,1,0
L,0.8,0.4,0.0,0.2,0.0,1.0,0,0,1
W,0.8,0.4,0.0,0.2,0.7619047619047619,0.1904761904761904,1,1,0
D,0.8,0.4,0.0,0.2,0.1428571428571428,0.5714285714285714,0,0,1
D,0.6,0.4,0.2,0.2,0.2,0.7333333333333333,0,1,0
L,0.4,0.8,0.4,0.0,0.6666666666666666,0.1904761904761904,1,0,1
W,0.2,0.2,0.4,0.2,0.3636363636363636,0.3636363636363636,0,1,0
W,0.4,0.4,0.4,0.2,0.0,0.6666666666666666,0,0,1
W,0.4,0.0,0.4,0.2,0.2857142857142857,0.5714285714285714,0,0,1
W,0.6,0.6,0.2,0.2,0.4761904761904761,0.2857142857142857,1,1,0
W,0.8,0.8,0.0,0.0,0.2631578947368421,0.5789473684210527,0,0,1
W,1.0,0.6,0.0,0.0,0.0,1.0,0,1,0
W,0.0,0.0,0.0,0.0,0.5,0.375,0,1,0
D,1.0,0.0,0.0,0.0,0.4545454545454545,0.1818181818181818,1,0,1
W,0.5,0.0,0.5,0.5,0.0,1.0,0,1,0
D,0.6666666666666666,0.0,0.3333333333333333,1.0,0.125,0.5,0,0,1
D,0.5,0.5,0.5,0.5,0.6818181818181818,0.1818181818181818,1,1,0
W,0.4,0.6,0.6,0.0,0.2,0.35,0,0,1
W,0.4,0.2,0.6,0.8,0.1875,0.6875,0,1,0
W,0.6,0.6,0.4,0.2,0.3333333333333333,0.4166666666666667,0,0,1
W,0.6,0.2,0.4,0.2,0.5,0.5,0,1,0
D,0.8,0.4,0.2,0.2,0.25,0.5625,0,0,1
W,0.8,0.6,0.2,0.0,0.5909090909090909,0.2272727272727272,1,1,0
W,0.8,0.2,0.2,0.2,0.2272727272727272,0.5909090909090909,0,1,0
D,0.8,0.2,0.2,0.4,0.7272727272727273,0.2272727272727272,1,0,1
W,0.6,0.6,0.4,0.0,0.3571428571428571,0.4285714285714285,0,0,1
D,0.6,0.2,0.4,0.6,0.5454545454545454,0.3181818181818182,0,1,0
L,0.6,0.8,0.4,0.0,0.4545454545454545,0.3181818181818182,1,1,0
W,0.4,0.2,0.4,0.0,0.25,0.6,0,0,1
W,0.4,0.0,0.4,0.0,0.75,0.25,0,1,0
L,0.6,0.4,0.2,0.0,0.1764705882352941,0.7058823529411765,0,0,1
W,0.4,0.6,0.2,0.0,0.0,0.75,0,0,1
W,0.6,0.2,0.0,0.8,0.1111111111111111,0.4444444444444444,0,1,0
W,0.8,0.8,0.0,0.2,0.6521739130434783,0.1739130434782608,1,0,1
W,0.8,0.2,0.0,0.4,0.1904761904761904,0.3809523809523809,0,1,0
D,0.8,0.2,0.0,0.4,0.0,1.0,0,0,1
D,0.8,0.6,0.2,0.2,0.4347826086956521,0.1739130434782608,1,1,0
L,0.6,0.2,0.4,0.6,0.4444444444444444,0.4444444444444444,0,0,1
W,0.4,0.4,0.4,0.4,0.6956521739130435,0.217391304347826,1,1,0
W,0.4,0.2,0.4,0.4,0.217391304347826,0.6086956521739131,0,0,1
L,0.4,0.4,0.4,0.2,0.5217391304347826,0.3043478260869565,0,0,1
W,0.4,0.4,0.2,0.0,0.238095238095238,0.6190476190476191,0,1,0
W,0.6,1.0,0.0,0.0,0.4782608695652174,0.3043478260869565,1,0,1
W,0.8,0.6,0.0,0.2,0.3333333333333333,0.4666666666666667,0,1,0
L,0.8,0.4,0.0,0.2,0.5652173913043478,0.2608695652173913,1,0,1
W,0.6,0.4,0.0,0.6,0.2352941176470588,0.5294117647058824,0,1,0
D,0.8,0.0,0.0,0.4,0.3333333333333333,0.6666666666666666,0,0,1
W,0.6,0.2,0.2,0.2,0.3076923076923077,0.4615384615384615,0,1,0
W,0.6,0.2,0.2,0.4,0.6,0.4,0,0,1
L,0.6,0.4,0.2,0.0,0.0,0.8,0,1,0
W,0.0,0.0,0.0,0.0,0.2272727272727272,0.6363636363636364,0,1,0
L,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1
W,0.5,0.5,0.0,0.0,0.25,0.25,0,1,0
D,0.6666666666666666,0.6666666666666666,0.0,0.0,0.1,0.5,0,0,1
W,0.5,0.5,0.25,0.25,0.4583333333333333,0.3333333333333333,1,1,0
L,0.6,0.4,0.2,0.0,0.2083333333333333,0.625,0,0,1
W,0.4,0.6,0.2,0.4,0.5416666666666666,0.2916666666666667,0,1,0
W,0.6,0.2,0.2,0.2,0.2222222222222222,0.5555555555555556,0,0,1
L,0.6,0.6,0.2,0.2,0.6666666666666666,0.25,1,0,1
W,0.6,0.2,0.0,0.2,0.1666666666666666,0.6666666666666666,0,1,0
L,0.6,0.2,0.0,0.0,0.2222222222222222,0.6666666666666666,0,0,1
W,0.6,0.4,0.0,0.2,0.5833333333333334,0.25,1,1,0
W,0.6,0.4,0.0,0.4,0.25,0.5,0,1,0
W,0.6,0.2,0.0,0.4,0.2857142857142857,0.5,0,0,1
D,0.8,0.2,0.0,0.2,0.5,0.4,0,0,1
W,0.6,0.6,0.2,0.2,0.625,0.2083333333333333,1,1,0
W,0.8,0.2,0.2,0.0,0.1818181818181818,0.4090909090909091,0,0,1
W,0.8,0.8,0.2,0.0,0.4166666666666667,0.1666666666666666,1,1,0
W,0.8,0.6,0.2,0.0,0.0,1.0,0,1,0
W,0.8,0.0,0.2,0.6,0.2,0.6,0,0,1
W,1.0,0.4,0.0,0.2,0.217391304347826,0.6521739130434783,0,0,1
W,1.0,0.0,0.0,0.2,1.0,0.0,0,1,0
W,1.0,0.8,0.0,0.2,0.56,0.28,1,0,1
L,1.0,0.8,0.0,0.2,0.68,0.24,1,1,0
D,0.8,0.2,0.0,0.4,0.1428571428571428,0.7142857142857143,0,0,1
W,0.6,0.2,0.2,0.4,0.0909090909090909,0.4545454545454545,0,1,0
W,0.6,0.4,0.2,0.2,0.2,0.4,0,0,1
W,0.6,0.2,0.2,0.2,0.1739130434782608,0.4347826086956521,0,1,0
W,0.6,0.6,0.2,0.2,0.44,0.36,1,0,1
D,0.8,0.4,0.2,0.2,0.6,0.24,1,0,1
W,0.8,0.6,0.2,0.0,0.4545454545454545,0.3636363636363636,0,1,0
L,0.8,1.0,0.2,0.0,0.4,0.2,1,0,1
D,0.6,0.0,0.2,0.0,0.2631578947368421,0.631578947368421,0,1,0
W,0.4,0.4,0.4,0.4,0.2666666666666666,0.5333333333333333,0,1,0
W,0.4,1.0,0.4,0.0,0.0,1.0,0,0,1
W,0.6,0.6,0.2,0.0,0.52,0.32,0,0,1
W,0.6,0.2,0.2,0.2,0.24,0.6,0,1,0
W,0.8,0.2,0.2,0.0,0.2105263157894736,0.5789473684210527,0,1,0
W,0.0,0.0,0.0,0.0,0.2083333333333333,0.6666666666666666,0,0,1
W,1.0,1.0,0.0,0.0,0.4230769230769231,0.1923076923076923,1,1,0
L,1.0,0.0,0.0,0.5,0.0833333333333333,0.5,0,1,0
D,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.5769230769230769,0.2307692307692307,1,0,1
D,0.5,1.0,0.25,0.0,0.6923076923076923,0.2307692307692307,1,1,0
W,0.4,0.2,0.4,0.6,0.1666666666666666,0.5,0,0,1
W,0.4,0.4,0.4,0.2,0.2307692307692307,0.6153846153846154,0,0,1
W,0.4,0.2,0.4,0.4,0.5384615384615384,0.3076923076923077,1,1,0
L,0.6,0.6,0.4,0.2,0.2,0.6,0,0,1
W,0.6,0.4,0.2,0.4,0.4230769230769231,0.3846153846153846,1,1,0
D,0.8,0.2,0.0,0.0,0.0,0.75,0,0,1
W,0.6,0.4,0.2,0.4,0.1666666666666666,0.6666666666666666,0,1,0
W,0.6,0.8,0.2,0.2,0.4166666666666667,0.4166666666666667,0,0,1
W,0.6,0.2,0.2,0.6,0.25,0.6,0,0,1
W,0.8,0.2,0.2,0.6,0.5,0.3461538461538461,0,1,0
W,0.8,0.0,0.2,0.2,0.5,0.25,0,0,1
W,1.0,0.2,0.0,0.6,0.0,1.0,0,1,0
W,1.0,0.2,0.0,0.2,0.25,0.5625,0,0,1
D,1.0,0.2,0.0,0.2,0.0,0.5,0,1,0
W,0.8,0.2,0.2,0.6,0.238095238095238,0.6190476190476191,0,1,0
D,0.8,0.2,0.2,0.0,0.4814814814814814,0.3703703703703703,0,0,1
L,0.6,0.6,0.4,0.2,0.5555555555555556,0.2222222222222222,1,1,0
D,0.4,0.6,0.4,0.2,0.6666666666666666,0.2222222222222222,1,0,1
D,0.2,0.2,0.6,0.0,0.1428571428571428,0.5714285714285714,0,1,0
W,0.2,0.4,0.6,0.4,0.1538461538461538,0.4615384615384615,0,0,1
W,0.2,0.2,0.6,0.4,0.2,0.68,0,1,0
L,0.4,0.8,0.4,0.2,0.4074074074074074,0.2222222222222222,1,0,1
W,0.4,0.0,0.4,0.2,0.4,0.4,0,1,0
L,0.6,0.0,0.2,0.4,0.0,0.3333333333333333,0,0,1
W,0.6,0.6,0.0,0.2,0.2352941176470588,0.5882352941176471,0,1,0
L,0.6,0.6,0.0,0.0,0.0,1.0,0,0,1
L,0.4,1.0,0.0,0.0,0.4074074074074074,0.4074074074074074,1,0,1
W,0.4,0.2,0.0,0.2,0.238095238095238,0.5714285714285714,0,1,0
W,0.4,0.4,0.0,0.2,0.2222222222222222,0.6296296296296297,0,1,0
W,0.6,0.4,0.0,0.4,0.5185185185185185,0.3333333333333333,1,0,1
W,0.6,0.2,0.0,0.4,0.0,0.6,0,1,0
W,0.8,0.6,0.0,0.2,0.1428571428571428,0.7142857142857143,0,0,1
W,1.0,0.2,0.0,0.2,0.3846153846153846,0.4615384615384615,0,1,0
W,0.0,0.0,0.0,0.0,0.2222222222222222,0.6111111111111112,0,0,1
W,1.0,0.0,0.0,1.0,0.6428571428571429,0.2142857142857142,1,1,0
W,1.0,0.5,0.0,0.5,0.4642857142857143,0.3571428571428571,0,0,1
W,1.0,0.0,0.0,1.0,0.0,0.0,0,1,0
W,1.0,0.75,0.0,0.0,0.1666666666666666,0.8333333333333334,0,0,1
L,1.0,0.6,0.0,0.0,0.2272727272727272,0.5909090909090909,0,1,0
L,0.8,0.4,0.0,0.6,0.5,0.3571428571428571,1,0,1
W,0.6,0.0,0.0,0.4,0.1923076923076923,0.6923076923076923,0,1,0
W,0.6,0.2,0.0,0.4,0.0,0.0,0,1,0
D,0.6,0.8,0.0,0.0,0.4285714285714285,0.3928571428571428,1,0,1
W,0.4,0.0,0.2,0.4,0.125,0.625,0,1,0
D,0.6,0.0,0.2,0.0,0.2142857142857142,0.6428571428571429,0,0,1
L,0.6,0.2,0.4,0.6,0.4285714285714285,0.2142857142857142,1,1,0
W,0.4,0.4,0.4,0.4,0.3571428571428571,0.5,0,1,0
L,0.4,0.4,0.4,0.2,0.1428571428571428,0.5,0,0,1
W,0.4,0.0,0.2,0.2,0.125,0.75,0,1,0
L,0.4,0.4,0.2,0.4,0.5714285714285714,0.2142857142857142,1,0,1
W,0.4,0.4,0.0,0.0,0.2272727272727272,0.6363636363636364,0,1,0
D,0.6,0.6,0.0,0.2,0.3333333333333333,0.5,0,0,1
W,0.4,0.6,0.2,0.2,0.0,0.3333333333333333,0,0,1
D,0.6,0.2,0.2,0.4,0.4482758620689655,0.3793103448275862,0,1,0
W,0.4,0.2,0.4,0.4,0.1428571428571428,0.8571428571428571,0,1,0
D,0.6,0.6,0.4,0.2,0.2608695652173913,0.5652173913043478,0,0,1
W,0.4,0.4,0.6,0.2,0.217391304347826,0.6521739130434783,0,0,1
L,0.6,0.6,0.4,0.4,0.2857142857142857,0.4285714285714285,0,1,0
L,0.4,0.8,0.4,0.0,0.5172413793103449,0.3448275862068966,1,1,0
L,0.4,0.4,0.2,0.2,0.4482758620689655,0.2068965517241379,1,0,1
W,0.2,0.2,0.2,0.0,0.2068965517241379,0.6206896551724138,0,1,0
D,0.4,0.0,0.0,0.2,0.1111111111111111,0.6666666666666666,0,0,1
L,0.2,0.4,0.2,0.2,0.4137931034482758,0.3793103448275862,1,1,0
W,0.2,0.6,0.2,0.2,0.0,1.0,0,0,1
W,0.4,0.4,0.2,0.4,0.2105263157894736,0.631578947368421,0,1,0
W,0.6,0.4,0.2,0.4,0.6206896551724138,0.2413793103448276,1,0,1
D,0.6,0.2,0.2,0.2,0.1851851851851851,0.7037037037037037,0,0,1
W,0.6,0.2,0.2,0.2,0.2,0.4666666666666667,0,1,0
L,0.8,0.6,0.2,0.2,0.3333333333333333,0.5333333333333333,0,0,1
D,0.6,0.4,0.2,0.6,0.5862068965517241,0.2068965517241379,1,1,0
D,0.4,0.6,0.4,0.0,0.1111111111111111,0.7777777777777778,0,0,1
W,0.0,0.0,0.0,0.0,0.2083333333333333,0.6666666666666666,0,1,0
W,1.0,0.0,0.0,1.0,0.1875,0.5,0,0,1
W,1.0,0.5,0.0,0.0,0.25,0.5416666666666666,0,1,0
